row	step	emb	level	variant	n	mean_peak	sr80	sr95	never_moved	budget	seeds0-39_mean
ctA768	240000	usocket	14	cfgemb	5	0.002	0/5	0/5	5	348	0.002
ctA768	240000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctA768	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctA768	240000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
ctA768	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
ctA768	240000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
ctA768	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
ctA768	240000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
ctA768	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
ctA768	240000	usocket	19	cfg1	5	0.014	0/5	0/5	5	519	0.014
ctA768	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
ctA768	240000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
ctA768	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
ctA768	240000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
ctA768	240000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
ctA768	240000	usocket	22	cfg1	5	0.085	0/5	0/5	4	389	0.085
ctA768	240000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
ctA768	240000	usocket	23	cfg1	5	0.120	0/5	0/5	4	319	0.120
ctA768	240000	usocket	23	cfgemb	5	0.102	0/5	0/5	4	319	0.102
ctA768	240000	usocket	24	cfg1	5	0.020	0/5	0/5	5	291	0.020
ctA768	240000	usocket	24	cfgemb	5	0.086	0/5	0/5	4	291	0.086
ctA768	240000	usocket	25	cfg1	5	0.000	0/5	0/5	5	330	0.000
ctA768	240000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
ctA768	240000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
ctA768	240000	usocket	26	cfgemb	5	0.072	0/5	0/5	4	362	0.072
ctA768	240000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
ctA768	240000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
ctA768	240000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
ctA768	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
ctA768	240000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
ctA768	240000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
ctA768	240000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctA768	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAann	30000	chain	0	cfg1	80	0.485	11/80	1/80	20	688	0.497
ctAann	30000	chain	0	cfgemb	80	0.264	4/80	1/80	46	688	0.250
ctAann	30000	usocket	0	cfg1	80	0.512	19/80	7/80	21	318	0.503
ctAann	30000	usocket	0	cfgemb	80	0.451	13/80	5/80	27	318	0.431
ctAann	60000	chain	0	cfg1	80	0.566	20/80	10/80	16	688	0.604
ctAann	60000	chain	0	cfgemb	40	0.350	3/40	0/40	19	688	0.350
ctAann	60000	usocket	0	cfg1	80	0.573	24/80	14/80	18	318	0.565
ctAann	60000	usocket	0	cfgemb	80	0.499	23/80	8/80	25	318	0.465
ctAann	90000	chain	0	cfg1	40	0.527	10/40	4/40	11	688	nan
ctAann	90000	chain	0	cfgemb	40	0.326	6/40	3/40	21	688	0.326
ctAann	90000	usocket	0	cfg1	40	0.611	12/40	6/40	8	318	0.611
ctAann	90000	usocket	0	cfgemb	80	0.524	21/80	7/80	19	318	0.507
ctAann	120000	usocket	0	cfg1	40	0.577	11/40	6/40	10	318	0.577
ctAann	120000	usocket	0	cfgemb	40	0.553	15/40	2/40	11	318	nan
ctAann	150000	chain	0	cfg1	80	0.585	21/80	14/80	17	688	0.592
ctAann	150000	chain	0	cfgemb	80	0.233	6/80	2/80	50	688	0.249
ctAann	150000	usocket	0	cfg1	80	0.611	28/80	21/80	16	318	0.622
ctAann	150000	usocket	0	cfgemb	80	0.551	26/80	10/80	22	318	0.562
ctAann	180000	chain	0	cfg1	80	0.553	19/80	12/80	19	688	0.555
ctAann	180000	chain	0	cfgemb	80	0.292	8/80	5/80	46	688	0.304
ctAann	180000	usocket	0	cfg1	80	0.657	28/80	16/80	11	318	0.646
ctAann	180000	usocket	0	cfgemb	80	0.576	28/80	13/80	21	318	0.608
ctAann	210000	chain	0	cfg1	80	0.637	29/80	23/80	14	688	0.623
ctAann	210000	chain	0	cfgemb	80	0.299	9/80	3/80	45	688	0.331
ctAann	210000	usocket	0	cfg1	80	0.631	29/80	24/80	16	318	0.570
ctAann	210000	usocket	0	cfgemb	80	0.661	31/80	20/80	13	318	0.688
ctAann	240000	chain	0	cfg1	80	0.603	23/80	17/80	16	688	0.613
ctAann	240000	chain	0	cfgemb	80	0.278	11/80	7/80	49	688	0.286
ctAann	240000	usocket	0	cfg1	80	0.624	23/80	19/80	15	318	0.631
ctAann	240000	usocket	0	cfgemb	80	0.587	29/80	19/80	21	318	0.553
ctAc	30000	chain	0	cfg1	80	0.484	14/80	2/80	22	688	0.539
ctAc	30000	chain	0	cfgemb	80	0.244	4/80	1/80	49	688	0.225
ctAc	30000	usocket	0	cfg1	80	0.462	17/80	4/80	27	318	0.451
ctAc	30000	usocket	0	cfgemb	80	0.438	13/80	4/80	26	318	0.379
ctAc	60000	chain	0	cfg1	80	0.562	18/80	6/80	12	688	0.578
ctAc	60000	chain	0	cfgemb	80	0.292	9/80	1/80	46	688	0.288
ctAc	60000	usocket	0	cfg1	80	0.631	27/80	16/80	13	318	0.586
ctAc	60000	usocket	0	cfgemb	80	0.588	20/80	6/80	15	318	0.565
ctAc	90000	chain	0	cfg1	80	0.650	25/80	14/80	10	688	0.679
ctAc	90000	chain	0	cfgemb	80	0.331	12/80	4/80	42	688	0.365
ctAc	90000	usocket	0	cfg1	80	0.590	24/80	13/80	16	318	0.604
ctAc	90000	usocket	0	cfgemb	80	0.572	25/80	9/80	20	318	0.541
ctAc	120000	chain	0	cfg1	80	0.595	21/80	15/80	15	688	0.592
ctAc	120000	chain	0	cfgemb	80	0.317	12/80	5/80	45	688	0.288
ctAc	120000	usocket	0	cfg1	80	0.671	29/80	22/80	10	318	0.690
ctAc	120000	usocket	0	cfgemb	80	0.566	20/80	4/80	15	318	0.554
ctAc	150000	chain	0	cfg1	80	0.522	16/80	13/80	20	688	0.538
ctAc	150000	chain	0	cfgemb	80	0.331	9/80	1/80	42	688	0.421
ctAc	150000	usocket	0	cfg1	80	0.579	26/80	19/80	20	318	0.562
ctAc	150000	usocket	0	cfgemb	40	0.634	18/40	8/40	8	318	nan
ctAc	180000	chain	0	cfg1	80	0.495	17/80	12/80	26	688	0.551
ctAc	180000	chain	0	cfgemb	80	0.300	9/80	5/80	45	688	0.260
ctAc	180000	usocket	0	cfg1	80	0.622	27/80	24/80	15	318	0.595
ctAc	180000	usocket	0	cfgemb	40	0.619	17/40	10/40	9	318	nan
ctAc	210000	chain	0	cfg1	80	0.536	19/80	14/80	20	688	0.598
ctAc	210000	chain	0	cfgemb	80	0.290	13/80	7/80	48	688	0.277
ctAc	210000	usocket	0	cfg1	80	0.634	27/80	19/80	14	318	0.692
ctAc	210000	usocket	0	cfgemb	80	0.555	23/80	12/80	20	318	0.548
ctAc	240000	chain	0	cfg1	80	0.509	15/80	9/80	23	688	0.500
ctAc	240000	chain	0	cfgemb	80	0.301	9/80	5/80	47	688	0.329
ctAc	240000	usocket	0	cfg1	80	0.639	27/80	22/80	15	318	0.582
ctAc	240000	usocket	0	cfgemb	80	0.545	20/80	10/80	21	318	0.435
ctAcos120	150000	chain	0	cfg1	80	0.578	20/80	13/80	16	688	0.564
ctAcos120	150000	chain	0	cfgemb	80	0.329	13/80	4/80	42	688	0.376
ctAcos120	150000	usocket	0	cfg1	80	0.659	27/80	23/80	11	318	0.631
ctAcos120	150000	usocket	0	cfgemb	80	0.591	24/80	12/80	17	318	0.622
ctAcos120	180000	chain	0	cfg1	80	0.634	25/80	19/80	14	688	0.636
ctAcos120	180000	chain	0	cfgemb	80	0.260	4/80	1/80	46	688	0.275
ctAcos120	180000	usocket	0	cfg1	80	0.640	33/80	24/80	14	318	0.618
ctAcos120	180000	usocket	0	cfgemb	80	0.534	22/80	10/80	24	318	0.475
ctAcos120	180000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
ctAcos120	180000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
ctAcos120	180000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
ctAcos120	180000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
ctAcos120	180000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
ctAcos120	180000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
ctAcos120	180000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
ctAcos120	180000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
ctAcos120	180000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
ctAcos120	180000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
ctAcos120	180000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
ctAcos120	180000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
ctAcos120	180000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
ctAcos120	180000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
ctAcos120	180000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
ctAcos120	180000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
ctAcos120	180000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
ctAcos120	180000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
ctAcos120	180000	usocket	10	cfg1	5	0.000	0/5	0/5	5	368	0.000
ctAcos120	180000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
ctAcos120	180000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
ctAcos120	180000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
ctAcos120	180000	usocket	12	cfg1	5	0.076	0/5	0/5	4	338	0.076
ctAcos120	180000	usocket	12	cfgemb	5	0.089	0/5	0/5	4	338	0.089
ctAcos120	180000	usocket	13	cfg1	5	0.084	0/5	0/5	4	380	0.084
ctAcos120	180000	usocket	13	cfgemb	5	0.056	0/5	0/5	4	380	0.056
ctAcos120	180000	usocket	14	cfg1	5	0.031	0/5	0/5	4	348	0.031
ctAcos120	180000	usocket	14	cfgemb	5	0.000	0/5	0/5	5	348	0.000
ctAcos120	180000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	180000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	180000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
ctAcos120	180000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
ctAcos120	180000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
ctAcos120	180000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
ctAcos120	180000	usocket	18	cfg1	5	0.029	0/5	0/5	4	501	0.029
ctAcos120	180000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
ctAcos120	180000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
ctAcos120	180000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
ctAcos120	180000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
ctAcos120	180000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
ctAcos120	180000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
ctAcos120	180000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
ctAcos120	180000	usocket	22	cfg1	5	0.000	0/5	0/5	5	389	0.000
ctAcos120	180000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
ctAcos120	180000	usocket	23	cfg1	5	0.010	0/5	0/5	5	319	0.010
ctAcos120	180000	usocket	23	cfgemb	5	0.059	0/5	0/5	4	319	0.059
ctAcos120	180000	usocket	24	cfg1	5	0.031	0/5	0/5	4	291	0.031
ctAcos120	180000	usocket	24	cfgemb	5	0.092	0/5	0/5	4	291	0.092
ctAcos120	180000	usocket	25	cfg1	5	0.045	0/5	0/5	4	330	0.045
ctAcos120	180000	usocket	25	cfgemb	5	0.006	0/5	0/5	5	330	0.006
ctAcos120	180000	usocket	26	cfg1	5	0.043	0/5	0/5	4	362	0.043
ctAcos120	180000	usocket	26	cfgemb	5	0.009	0/5	0/5	5	362	0.009
ctAcos120	180000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
ctAcos120	180000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
ctAcos120	180000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
ctAcos120	180000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
ctAcos120	180000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
ctAcos120	180000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
ctAcos120	180000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	180000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	210000	chain	0	cfg1	80	0.580	23/80	20/80	19	688	0.551
ctAcos120	210000	chain	0	cfgemb	80	0.351	10/80	4/80	39	688	0.389
ctAcos120	210000	usocket	0	cfg1	80	0.619	29/80	21/80	17	318	0.553
ctAcos120	210000	usocket	0	cfgemb	80	0.572	28/80	20/80	21	318	0.469
ctAcos120	240000	chain	0	cfg1	80	0.551	20/80	12/80	21	688	0.565
ctAcos120	240000	chain	0	cfgemb	80	0.333	10/80	5/80	42	688	0.298
ctAcos120	240000	usocket	0	cfg1	80	0.656	29/80	23/80	14	318	0.593
ctAcos120	240000	usocket	0	cfgemb	80	0.608	28/80	20/80	18	318	0.554
ctAcos120	240000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
ctAcos120	240000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
ctAcos120	240000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
ctAcos120	240000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
ctAcos120	240000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
ctAcos120	240000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
ctAcos120	240000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
ctAcos120	240000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
ctAcos120	240000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
ctAcos120	240000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
ctAcos120	240000	usocket	6	cfg1	5	0.033	0/5	0/5	4	367	0.033
ctAcos120	240000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
ctAcos120	240000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
ctAcos120	240000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
ctAcos120	240000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
ctAcos120	240000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
ctAcos120	240000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
ctAcos120	240000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
ctAcos120	240000	usocket	10	cfg1	5	0.000	0/5	0/5	5	368	0.000
ctAcos120	240000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
ctAcos120	240000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
ctAcos120	240000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
ctAcos120	240000	usocket	12	cfg1	5	0.000	0/5	0/5	5	338	0.000
ctAcos120	240000	usocket	12	cfgemb	5	0.000	0/5	0/5	5	338	0.000
ctAcos120	240000	usocket	13	cfg1	5	0.087	0/5	0/5	4	380	0.087
ctAcos120	240000	usocket	13	cfgemb	5	0.092	0/5	0/5	4	380	0.092
ctAcos120	240000	usocket	14	cfg1	5	0.007	0/5	0/5	5	348	0.007
ctAcos120	240000	usocket	14	cfgemb	5	0.000	0/5	0/5	5	348	0.000
ctAcos120	240000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	240000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
ctAcos120	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
ctAcos120	240000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
ctAcos120	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
ctAcos120	240000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
ctAcos120	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
ctAcos120	240000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
ctAcos120	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
ctAcos120	240000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
ctAcos120	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
ctAcos120	240000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
ctAcos120	240000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
ctAcos120	240000	usocket	22	cfg1	5	0.000	0/5	0/5	5	389	0.000
ctAcos120	240000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
ctAcos120	240000	usocket	23	cfg1	5	0.011	0/5	0/5	5	319	0.011
ctAcos120	240000	usocket	23	cfgemb	5	0.042	0/5	0/5	4	319	0.042
ctAcos120	240000	usocket	24	cfg1	5	0.054	0/5	0/5	4	291	0.054
ctAcos120	240000	usocket	24	cfgemb	5	0.063	0/5	0/5	4	291	0.063
ctAcos120	240000	usocket	25	cfg1	5	0.060	0/5	0/5	3	330	0.060
ctAcos120	240000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
ctAcos120	240000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
ctAcos120	240000	usocket	26	cfgemb	5	0.000	0/5	0/5	5	362	0.000
ctAcos120	240000	usocket	27	cfg1	5	0.041	0/5	0/5	4	472	0.041
ctAcos120	240000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
ctAcos120	240000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
ctAcos120	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
ctAcos120	240000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
ctAcos120	240000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
ctAcos120	240000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAcos120	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAcos90	120000	chain	0	cfg1	80	0.628	22/80	11/80	10	688	0.604
ctAcos90	120000	chain	0	cfgemb	80	0.340	14/80	3/80	42	688	0.339
ctAcos90	120000	usocket	0	cfg1	80	0.624	33/80	23/80	18	318	0.648
ctAcos90	120000	usocket	0	cfgemb	80	0.494	20/80	7/80	26	318	0.490
ctAcos90	120000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
ctAcos90	120000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
ctAcos90	120000	usocket	2	cfg1	5	0.001	0/5	0/5	5	307	0.001
ctAcos90	120000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
ctAcos90	120000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
ctAcos90	120000	usocket	3	cfgemb	5	0.012	0/5	0/5	5	378	0.012
ctAcos90	120000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
ctAcos90	120000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
ctAcos90	120000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
ctAcos90	120000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
ctAcos90	120000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
ctAcos90	120000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
ctAcos90	120000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
ctAcos90	120000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
ctAcos90	120000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
ctAcos90	120000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
ctAcos90	120000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
ctAcos90	120000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
ctAcos90	120000	usocket	10	cfg1	5	0.000	0/5	0/5	5	368	0.000
ctAcos90	120000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
ctAcos90	120000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
ctAcos90	120000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
ctAcos90	120000	usocket	12	cfg1	5	0.000	0/5	0/5	5	338	0.000
ctAcos90	120000	usocket	12	cfgemb	5	0.000	0/5	0/5	5	338	0.000
ctAcos90	120000	usocket	13	cfg1	5	0.151	0/5	0/5	3	380	0.151
ctAcos90	120000	usocket	13	cfgemb	5	0.093	0/5	0/5	4	380	0.093
ctAcos90	120000	usocket	14	cfg1	5	0.035	0/5	0/5	4	348	0.035
ctAcos90	120000	usocket	14	cfgemb	5	0.028	0/5	0/5	4	348	0.028
ctAcos90	120000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAcos90	120000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAcos90	120000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
ctAcos90	120000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
ctAcos90	120000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
ctAcos90	120000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
ctAcos90	120000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
ctAcos90	120000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
ctAcos90	120000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
ctAcos90	120000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
ctAcos90	120000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
ctAcos90	120000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
ctAcos90	120000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
ctAcos90	120000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
ctAcos90	120000	usocket	22	cfg1	5	0.006	0/5	0/5	5	389	0.006
ctAcos90	120000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
ctAcos90	120000	usocket	23	cfg1	5	0.113	0/5	0/5	4	319	0.113
ctAcos90	120000	usocket	23	cfgemb	5	0.136	0/5	0/5	3	319	0.136
ctAcos90	120000	usocket	24	cfg1	5	0.049	0/5	0/5	3	291	0.049
ctAcos90	120000	usocket	24	cfgemb	5	0.093	0/5	0/5	4	291	0.093
ctAcos90	120000	usocket	25	cfg1	5	0.016	0/5	0/5	5	330	0.016
ctAcos90	120000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
ctAcos90	120000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
ctAcos90	120000	usocket	26	cfgemb	5	0.033	0/5	0/5	4	362	0.033
ctAcos90	120000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
ctAcos90	120000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
ctAcos90	120000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
ctAcos90	120000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
ctAcos90	120000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
ctAcos90	120000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
ctAcos90	120000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAcos90	120000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAcos90	150000	chain	0	cfg1	80	0.561	16/80	11/80	17	688	0.581
ctAcos90	150000	chain	0	cfgemb	80	0.342	13/80	4/80	40	688	0.335
ctAcos90	150000	usocket	0	cfg1	80	0.630	29/80	21/80	14	318	0.618
ctAcos90	150000	usocket	0	cfgemb	80	0.555	25/80	10/80	20	318	0.573
ctAcos90	180000	chain	0	cfg1	80	0.537	19/80	13/80	21	688	0.513
ctAcos90	180000	chain	0	cfgemb	80	0.291	8/80	1/80	47	688	0.290
ctAcos90	180000	usocket	0	cfg1	80	0.645	30/80	26/80	15	318	0.646
ctAcos90	180000	usocket	0	cfgemb	80	0.668	36/80	21/80	14	318	0.667
ctAcos90	180000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
ctAcos90	180000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
ctAcos90	180000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
ctAcos90	180000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
ctAcos90	180000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
ctAcos90	180000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
ctAcos90	180000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
ctAcos90	180000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
ctAcos90	180000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
ctAcos90	180000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
ctAcos90	180000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
ctAcos90	180000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
ctAcos90	180000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
ctAcos90	180000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
ctAcos90	180000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
ctAcos90	180000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
ctAcos90	180000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
ctAcos90	180000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
ctAcos90	180000	usocket	10	cfg1	5	0.000	0/5	0/5	5	368	0.000
ctAcos90	180000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
ctAcos90	180000	usocket	11	cfg1	5	0.106	0/5	0/5	3	323	0.106
ctAcos90	180000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
ctAcos90	180000	usocket	12	cfg1	5	0.001	0/5	0/5	5	338	0.001
